project,cve,cwe,full_name,vul_version,vul_url,vul_zip,vul_markup_file,patch_version,patch_url,patch_zip,patch_markup_file
exporter-toolkit,CVE-2022-46146,CWE-303,https:/github.com/prometheus/exporter-toolkit,exporter-toolkit-v0.8.1,https://github.com/prometheus/exporter-toolkit/releases/tag/v0.8.1,https://github.com/prometheus/exporter-toolkit/archive/refs/tags/v0.8.1.zip,exporter-toolkit_CVE-2022-46146_exporter-toolkit-v0.8.1.csv,exporter-toolkit-v0.8.2,https://github.com/prometheus/exporter-toolkit/releases/tag/v0.8.2,https://github.com/prometheus/exporter-toolkit/archive/refs/tags/v0.8.2.zip,exporter-toolkit_CVE-2022-46146_exporter-toolkit-v0.8.2.csv
answer,CVE-2023-1974,CWE-1230,https:/github.com/answerdev/answer,answer-v1.0.7,https://github.com/answerdev/answer/releases/tag/v1.0.7,https://github.com/answerdev/answer/archive/refs/tags/v1.0.7.zip,answer_CVE-2023-1974_answer-v1.0.7.csv,answer-v1.0.8,https://github.com/answerdev/answer/releases/tag/v1.0.8,https://github.com/answerdev/answer/archive/refs/tags/v1.0.8.zip,answer_CVE-2023-1974_answer-v1.0.8.csv
crypto,CVE-2023-48795,CWE-354,https:/github.com/golang/crypto,crypto-v0.16.0,https://github.com/golang/crypto/releases/tag/v0.16.0,https://github.com/golang/crypto/archive/refs/tags/v0.16.0.zip,crypto_CVE-2023-48795_crypto-v0.16.0.csv,crypto-v0.17.0,https://github.com/golang/crypto/releases/tag/v0.17.0,https://github.com/golang/crypto/archive/refs/tags/v0.17.0.zip,crypto_CVE-2023-48795_crypto-v0.17.0.csv
go,CVE-2021-3114,CWE-682,https:/github.com/golang/go,go-go1.15.6,https://github.com/golang/go/releases/tag/go1.15.6,https://github.com/golang/go/archive/refs/tags/go1.15.6.zip,go_CVE-2021-3114_go-go1.15.6.csv,go-go1.15.7,https://github.com/golang/go/releases/tag/go1.15.7,https://github.com/golang/go/archive/refs/tags/go1.15.7.zip,go_CVE-2021-3114_go-go1.15.7.csv
cilium-cli,CVE-2023-28114,CWE-755,https:/github.com/cilium/cilium-cli,cilium-cli-v0.13.1,https://github.com/cilium/cilium-cli/releases/tag/v0.13.1,https://github.com/cilium/cilium-cli/archive/refs/tags/v0.13.1.zip,cilium-cli_CVE-2023-28114_cilium-cli-v0.13.1.csv,cilium-cli-v0.13.2,https://github.com/cilium/cilium-cli/releases/tag/v0.13.2,https://github.com/cilium/cilium-cli/archive/refs/tags/v0.13.2.zip,cilium-cli_CVE-2023-28114_cilium-cli-v0.13.2.csv
gogs,CVE-2014-8681,CWE-89,https:/github.com/gogits/gogs,gogs-v0.5.5,https://github.com/gogits/gogs/releases/tag/v0.5.5,https://github.com/gogits/gogs/archive/refs/tags/v0.5.5.zip,gogs_CVE-2014-8681_gogs-v0.5.5.csv,gogs-v0.5.8,https://github.com/gogits/gogs/releases/tag/v0.5.8,https://github.com/gogits/gogs/archive/refs/tags/v0.5.8.zip,gogs_CVE-2014-8681_gogs-v0.5.8.csv
runc,CVE-2019-5736,CWE-78,https:/github.com/opencontainers/runc,runc-v1.0.0-rc6,https://github.com/opencontainers/runc/releases/tag/v1.0.0-rc6,https://github.com/opencontainers/runc/archive/refs/tags/v1.0.0-rc6.zip,runc_CVE-2019-5736_runc-v1.0.0-rc6.csv,runc-v1.0.0-rc7,https://github.com/opencontainers/runc/releases/tag/v1.0.0-rc7,https://github.com/opencontainers/runc/archive/refs/tags/v1.0.0-rc7.zip,runc_CVE-2019-5736_runc-v1.0.0-rc7.csv
go,CVE-2023-39533,CWE-770,https:/github.com/golang/go,go-c358b81919f6b58081162d46c65970a0917f377d,https://github.com/golang/go/tree/c358b81919f6b58081162d46c65970a0917f377d,https://github.com/golang/go/archive/c358b81919f6b58081162d46c65970a0917f377d.zip,go_CVE-2023-39533_go-c358b81919f6b58081162d46c65970a0917f377d.csv,go-256b838b551a74e682e7fd2c5ac2022d09c78b94,https://github.com/golang/go/tree/256b838b551a74e682e7fd2c5ac2022d09c78b94,https://github.com/golang/go/archive/256b838b551a74e682e7fd2c5ac2022d09c78b94.zip,go_CVE-2023-39533_go-256b838b551a74e682e7fd2c5ac2022d09c78b94.csv
go-ethereum,CVE-2018-12018,CWE-129,https:/github.com/ethereum/go-ethereum,go-ethereum-v1.8.10,https://github.com/ethereum/go-ethereum/releases/tag/v1.8.10,https://github.com/ethereum/go-ethereum/archive/refs/tags/v1.8.10.zip,go-ethereum_CVE-2018-12018_go-ethereum-v1.8.10.csv,go-ethereum-v1.8.11,https://github.com/ethereum/go-ethereum/releases/tag/v1.8.11,https://github.com/ethereum/go-ethereum/archive/refs/tags/v1.8.11.zip,go-ethereum_CVE-2018-12018_go-ethereum-v1.8.11.csv
go-ethereum,CVE-2018-16733,CWE-20,https:/github.com/ethereum/go-ethereum,go-ethereum-v1.8.13,https://github.com/ethereum/go-ethereum/releases/tag/v1.8.13,https://github.com/ethereum/go-ethereum/archive/refs/tags/v1.8.13.zip,go-ethereum_CVE-2018-16733_go-ethereum-v1.8.13.csv,go-ethereum-v1.8.14,https://github.com/ethereum/go-ethereum/releases/tag/v1.8.14,https://github.com/ethereum/go-ethereum/archive/refs/tags/v1.8.14.zip,go-ethereum_CVE-2018-16733_go-ethereum-v1.8.14.csv
go-ethereum,CVE-2020-26240,CWE-682,https:/github.com/ethereum/go-ethereum,go-ethereum-v1.9.23,https://github.com/ethereum/go-ethereum/releases/tag/v1.9.23,https://github.com/ethereum/go-ethereum/archive/refs/tags/v1.9.23.zip,go-ethereum_CVE-2020-26240_go-ethereum-v1.9.23.csv,go-ethereum-v1.9.24,https://github.com/ethereum/go-ethereum/releases/tag/v1.9.24,https://github.com/ethereum/go-ethereum/archive/refs/tags/v1.9.24.zip,go-ethereum_CVE-2020-26240_go-ethereum-v1.9.24.csv
